Trial number,Fixation Onset NEV,Image Onset NEV,Stim on/off NEV,Stim onset NEV,Stim offset NEV,Response value NEV,Reaction onset NEV,Congruent Value NEV,Valence Value NEV,Reaction time NEV,TrialNum,Delay1,Delay2,TrialComplete,TimeImageOnset,ColorLev,TimeRec,TimeTrial,BlockNumber,TrialTypeDesignation
179.0,568.189,568.994,0.0,0.0,0.0,100.0,,,,,61.0,0.8,0.8,61.0,48.3306,0.0,257148.3821,49.1312,2.0,2.0
180.0,568.994,569.8,0.0,0.0,0.0,100.0,,,,,62.0,0.8,0.8,62.0,49.1351,1.0,257149.1868,49.9359,2.0,2.0
181.0,569.8,570.606,0.0,0.0,0.0,100.0,,,,,63.0,0.8,0.8,63.0,49.9409,1.0,257149.9925,50.7416,2.0,2.0
182.0,570.606,571.411,0.0,0.0,0.0,100.0,,,,,64.0,0.8,0.8,64.0,50.7459,0.0,257150.7977,51.5468,2.0,2.0
183.0,571.411,572.217,0.0,0.0,0.0,100.0,,,,,65.0,0.8,0.8,65.0,51.5511,1.0,257151.6028,52.3519,2.0,2.0
184.0,572.217,573.023,0.0,0.0,0.0,100.0,,,,,66.0,0.8,0.8,66.0,52.3566,1.0,257152.4082,53.1573,2.0,2.0
185.0,573.023,573.828,0.0,0.0,0.0,100.0,,,,,67.0,0.8,0.8,67.0,53.1612,1.0,257153.2129,53.962,2.0,2.0
186.0,573.828,574.633,0.0,0.0,0.0,100.0,,,,,68.0,0.8,0.8,68.0,53.9679,0.0,257154.0196,54.7687,2.0,2.0
187.0,574.633,575.439,0.0,0.0,0.0,100.0,,,,,69.0,0.8,0.8,69.0,54.7734,0.0,257154.8251,55.5742,2.0,2.0
188.0,575.439,576.244,0.0,0.0,0.0,100.0,,,,,70.0,0.8,0.8,70.0,55.5786,1.0,257155.6303,56.3794,2.0,2.0
189.0,576.244,577.049,0.0,0.0,0.0,100.0,,,,,71.0,0.8,0.8,71.0,56.3839,1.0,257156.4359,57.1851,2.0,2.0
190.0,577.049,577.855,0.0,0.0,0.0,100.0,,,,,72.0,0.8,0.8,72.0,57.189,0.0,257157.2407,57.9898,2.0,2.0
191.0,577.855,578.66,0.0,0.0,0.0,100.0,,,,,73.0,0.8,0.8,73.0,57.9954,1.0,257158.047,58.7962,2.0,2.0
